iso1	iso2	iso1.mean.ratio	iso2.mean.ratio	before.interval	after.interval	x.value	y.value	before.prob	after.prob	before.diff	after.diff	before.pval	after.pval	before.t.points	after.t.points	prob	diff	cor	gene
ENST00000369459.6	ENST00000330045.12	0.172308112472285	0.270786448025667	(2.4221,3.4639]	(3.4639,4]	3.463939373698	2.7926446456655	1.0	1.0	3.89349200779273	-4.49875109233095	1.57846693617559e-05	0.0314815541071833	1	1	1.0	8.39224310012368	-0.953948423542388	79184
ENST00000340647.8	ENST00000330045.12	0.331710944023217	0.270786448025667	(2.0738,3.6779]	(3.6779,4]	3.67792596010262	3.93767541096569	1.0	1.0	4.70734990511959	-2.23640233650727	0.0023129341101506	0.0016082067149404	1	1	1.0	6.94375224162687	-0.494721214682608	79184
ENST00000535601.5	ENST00000448450.5	0.0579316438528872	0.0981583361254756	(1.4199,2.6164]	(2.6164,4]	2.61643029158086	2.58539559292689	1.0	1.0	4.43779918200849	-3.20277537632794	0.0025357779943195	0.0005815705898306	1	2	1.0	7.64057455833643	-0.88403776523188	27336
ENST00000378438.9	ENST00000636287.1	0.0093793069251601	0.0094129349623195	[1,3.3554]	(3.3554,4]	3.35540188300794	1.13344231021444	1.0	1.0	-0.830097990245481	2.47707485469687	0.0040736310858978	0.0155576989690659	3	1	1.0	3.30717284494235	-0.223046053519789	n
ENST00000481024.5	ENST00000479048.6	0.0307825233130475	0.0457766574554715	[1,2.3128]	(2.3128,4]	2.31283012309248	1.53832280856739	1.0	1.0	0.810243165302697	-2.15712919561002	0.0158218051832365	0.0046289561483442	2	2	1.0	2.96737236091272	-0.267052533496992	2710
ENST00000215862.8	ENST00000675570.1	0.131848892968313	0.189225252647594	[1,3.4938]	(3.4938,4]	3.49382631414937	3.08188335883938	1.0	1.0	-2.57791051603074	2.59917537325269	0.0027791998653512	0.0274276913522141	3	1	1.0	5.17708588928344	-0.483367562114256	22880
ENST00000542393.5	ENST00000431535.5	0.0120758989501451	0.0390267835415509	[1,2.2998]	(2.2998,4]	2.29984412028334	0.345114651428388	1.0	1.0	0.382167794397765	-1.88026342361887	0.0090321433629731	0.0224707757248284	2	2	1.0	2.26243121801664	-0.327757495714723	n
ENST00000442555.5	ENST00000428374.5	0.0128626091027822	0.076813767863118	[1,3.9291]	(3.9291,4]	3.92905764752819	0.75269449907981	1.0	1.0	-4.59225293192215	0.381225106534459	4.12595585985089e-08	0.0402757834349362	3	1	1.0	4.97347803845661	-0.0711091144280972	n
ENST00000456869.5	ENST00000400380.5	0.0293994733150706	0.0334034926407124	[1,3.3629]	(3.3629,4]	3.36294845823233	1.37724091813555	1.0	1.0	-1.08830087236879	2.72839114601495	0.0002585701727551	0.0195179279547599	3	1	1.0	3.81669201838374	-0.18407306676166	n
ENST00000407422.8	ENST00000647057.1	0.339993367177157	0.332829754666298	(2.1339,3.5175]	(3.5175,4]	3.51753382820039	43.9350698399782	0.0	0.0	-16.7165203045604	15.5838229651509	0.0095466786099035	0.0172055322116688	1	1	1.0	32.3003432697113	-0.395577218497417	6598
ENST00000357179.10	ENST00000444502.5	0.133990169768864	0.1294989823333	[1,2.4719]	(2.4719,4]	2.47191479691303	5.57186444497997	1.0	1.0	1.88914521714397	-1.51524625419618	0.0144748081548244	0.0013401636100419	2	2	1.0	3.40439147134016	-0.0718173297174851	8940
