iso1	iso2	iso1.mean.ratio	iso2.mean.ratio	before.interval	after.interval	x.value	y.value	before.prob	after.prob	before.diff	after.diff	before.pval	after.pval	before.t.points	after.t.points	prob	diff	cor	gene
ENST00000420290.6	ENST00000401833.5	0.128081560288303	0.103452385388362	(1.1623,2.6193]	(2.6193,3.6255]	2.61932452427169	0.948435124234923	1.0	1.0	1.52560459276131	-0.937731724422923	0.0109791791052614	0.0317765723325062	1	1	1.0	2.46333631718424	-0.37674940818154	128989
ENST00000650376.1	ENST00000649170.1	0.127736470172188	0.22797723099222	[1,3.801]	(3.801,4]	3.80097928726785	6.22516293616925	1.0	1.0	-5.30978630578217	1.7702545242179	0.0006124646576504	0.0021602900587602	3	1	1.0	7.08004083000007	-0.641154211441953	7485
ENST00000370283.9	ENST00000550188.1	0.1609242116569	0.15149225275632	[1,3.3532]	(3.3532,4]	3.35320986978699	8.50149806666365	1.0	1.0	2.43649314795577	-5.23151734604294	0.0130824662406645	0.0484862232869772	3	1	1.0	7.66801049399871	-0.0483619701126842	55738
ENST00000395915.8	ENST00000420474.5	0.135495135279293	0.143698980476291	(1.2684,2.693]	(2.693,4]	2.69301623651228	13.3784749193825	1.0	1.0	17.4442099428897	-7.18527724971554	0.0303823297106332	0.0048397773514855	1	2	1.0	24.6294871926053	-0.239471368480834	6790
ENST00000360911.7	ENST00000611941.4	0.0851182265799031	0.065534774488345	[1,3.6098]	(3.6098,4]	3.6097888801276	8.22693940242124	1.0	1.0	3.64601089469284	-2.18957308536331	9.62151690863154e-06	0.011621561351597	3	1	1.0	5.83558398005615	-0.125685517835688	23613
ENST00000352393.8	ENST00000437340.5	0.0151740360235588	0.0363027422833678	[1,3.758]	(3.758,4]	3.75802721878491	3.21881561993842	1.0	1.0	-4.89714644477965	1.46586322360595	7.52552187488753e-05	0.0294952246474432	3	1	1.0	6.36300966838559	-0.344268198434752	8904
ENST00000594741.5	ENST00000597111.5	0.0676892596152855	0.0451042830719981	[1,1.7354]	(1.7354,3.5007]	1.7353567709195	0.544135968274152	1.0	1.0	1.55956819374277	-0.48099262312085	0.0384903199811413	0.0008302371736875	1	2	1.0	2.04056081686362	-0.513714715375266	n
ENST00000598809.5	ENST00000270617.8	0.0673596093499044	0.133416028201742	(2.3403,3.3676]	(3.3676,4]	3.36760306152727	0.788072909392064	1.0	1.0	1.11118394073565	-1.91159812239257	0.0038136230803623	0.0085544417564075	1	1	1.0	3.02278206312822	-0.246940242162913	n
ENST00000597636.5	ENST00000601373.5	0.0626836000910032	0.0726433110445722	[1,2.5132]	(2.5132,4]	2.51317688536812	3.71071043251392	1.0	1.0	-2.90630131565351	1.75490855866674	0.0198455892194074	0.0270761205624444	2	2	1.0	4.66120987432025	-0.402989222556496	3661
ENST00000594932.5	ENST00000600019.5	0.0178015897626144	0.008114236447568	(2.3358,3.167]	(3.167,4]	3.16696906296918	0.820507283163863	0.0	0.0	-0.714122509616865	3.56285249951218	0.0122180953125266	0.0121560227575312	1	1	1.0	4.27697500912904	-0.677781940204967	51070
ENST00000596358.6	ENST00000594932.5	0.0097051974073589	0.0178015897626144	(2.2023,3.1945]	(3.1945,4]	3.19446766566055	0.932450657853312	0.0	0.0	0.90962746540376	-3.76789803640147	0.0017630949143075	0.012152154470303	1	1	1.0	4.67752550180523	-0.875908530772171	n
ENST00000536218.5	ENST00000594759.5	0.0691376433872181	0.0303103376770319	[1,3.6768]	(3.6768,4]	3.67683813464764	1.6469878774945	1.0	1.0	1.88905470140758	-1.00175362902202	0.0002842810330842	0.003029846290041	3	1	1.0	2.89080833042961	-0.438144528014444	3978
ENST00000586195.5	ENST00000590819.5	0.120145329533067	0.0520073927815377	(2.5666,3.3441]	(3.3441,4]	3.34413564430647	1.50935565560232	0.0	0.0	-1.98339826113583	3.78002175637769	0.0445808178111348	0.0135700835358531	1	1	1.0	5.76342001751352	-0.683754751024493	24139
ENST00000586195.5	ENST00000536630.5	0.120145329533067	0.0313839838365943	(2.767,3.1576]	(3.1576,4]	3.15756257159869	0.800529633517373	0.0	0.0	-0.691405008835609	3.69672474698374	0.0089084704432536	0.0127672602482908	1	1	1.0	4.38812975581935	-0.623359764445455	24139
ENST00000588308.5	ENST00000586195.5	0.0172381037236356	0.120145329533067	(2.934,3.0447]	(3.0447,4]	3.04472248198871	0.371829014027527	1.0	1.0	0.176767146978732	-3.77576721869836	0.0070285848641128	0.0121842143922719	1	1	1.0	3.9525343656771	-0.411149007029268	n
ENST00000588802.5	ENST00000589781.1	0.153612761974436	0.115613844580102	[1,3.7032]	(3.7032,4]	3.70318836441744	590.276472224019	1.0	1.0	247.559845968245	-137.006204778968	1.34622155151738e-05	0.0411687369419155	3	1	1.0	384.566050747213	-0.190544926799879	341
ENST00000650832.1	ENST00000588967.1	0.292850039360571	0.433367509233929	[1,2.4382]	(2.4382,4]	2.43819605619564	1.62712682362031	1.0	1.0	1.56990052178097	-3.03392189706291	2.96305665341694e-06	0.0037814486286065	2	2	1.0	4.60382241884388	-0.530105139335827	284349
ENST00000618787.5	ENST00000588967.1	0.0714836629278894	0.433367509233929	[1,2.0551]	(2.0551,4]	2.0550583953081	0.391703024636505	1.0	1.0	0.161292618420346	-3.93168278299404	0.0082023942035279	0.000649931686267	2	2	1.0	4.09297540141438	-0.256304492495628	n
ENST00000676676.1	ENST00000679145.1	0.133710840960991	0.0260687770495091	[1,3.9187]	(3.9187,4]	3.9187161819928	8.10981072644839	1.0	1.0	39.3323515391787	-5.08492061971707	0.0002269107565359	0.0365820845225097	3	1	1.0	44.4172721588958	-0.31860816552996	2931
ENST00000676676.1	ENST00000676790.1	0.133710840960991	0.0564528371638657	[1,3.8115]	(3.8115,4]	3.81149652425535	14.5246526390989	1.0	1.0	30.8489018002187	-11.5062110050956	0.0010649088114772	0.0385776488255615	3	1	1.0	42.3551128053143	-0.108944287185482	2931
ENST00000593972.1	ENST00000597746.5	0.0231339881635648	0.092076859986646	(2.8636,3.0995]	(3.0995,4]	3.09953733741796	0.892336981288287	0.0	0.0	0.648140916572945	-5.86339468791466	0.0293670488799712	0.0172387577481945	1	1	1.0	6.51153560448761	-0.32101455586946	n
ENST00000424901.5	ENST00000416362.5	0.031669056099856	0.0076476177169037	[1,3.8777]	(3.8777,4]	3.87765395096158	0.681214670553314	1.0	1.0	2.72609858883036	-0.393403970475106	0.0008909570842423	0.0459898478269978	3	1	1.0	3.11950255930547	-0.0100311940406163	208
ENST00000585603.6	ENST00000590688.1	0.072045712356842	0.141570332757296	[1,3.8678]	(3.8678,4]	3.86777632621222	4.78213278641306	1.0	1.0	-5.18490616230439	1.00022851143159	0.0006733561540636	0.0240043902494381	3	1	1.0	6.18513467373598	-0.332279401060107	10775
ENST00000162044.14	ENST00000592369.1	0.054961770296714	0.032823933942031	[1,3.4269]	(3.4269,4]	3.42688171047625	2.75913696253859	1.0	1.0	2.83743418700978	-3.84614386686947	5.62248289213244e-08	0.0401075067242995	3	1	1.0	6.68357805387925	-0.778696164545936	54929
ENST00000537263.5	ENST00000392336.7	0.0041363442947834	0.029759447743474	[1,3.8679]	(3.8679,4]	3.86791849451634	0.444751248311247	1.0	1.0	-2.34041206596997	0.309939622446185	0.0080246124225684	0.0433378377648189	3	1	1.0	2.65035168841616	-0.0705186286584506	n
ENST00000337018.10	ENST00000601879.5	0.188287796757261	0.187605188343477	[1,2.6715]	(2.6715,4]	2.67146543334588	11.0478238145913	1.0	1.0	3.96652840016503	-3.88766228303945	0.0147397084673694	0.0016695702748629	2	2	1.0	7.85419068320448	-0.813083706096811	10147
ENST00000330854.15	ENST00000597280.5	0.0177279534199061	0.0653392415407867	[1,3.8192]	(3.8192,4]	3.81918515533302	1.36363822655646	1.0	1.0	-3.99741890350898	0.990583277786358	0.0014537748005343	0.0498796032875283	3	1	1.0	4.98800218129534	-0.431997058980558	10147
ENST00000270061.12	ENST00000601614.6	0.311152215361421	0.105115522596917	[1,3.6719]	(3.6719,4]	3.67193087301294	1.86668048755478	1.0	1.0	3.33577194906081	-1.24567569804281	0.0004311048356073	0.0109147291868823	3	1	1.0	4.58144764710361	-0.736351738018435	170463
ENST00000647230.1	ENST00000646236.1	0.0311272990002005	0.0139206655577462	[1,2.7767]	(2.7767,4]	2.77668133768193	0.67835716194564	1.0	1.0	1.86150782475187	-0.501735770175522	8.68333511104028e-05	0.00022439947168	2	2	1.0	2.36324359492739	-0.46897101931898	6597
ENST00000647230.1	ENST00000591545.6	0.0311272990002005	0.0124402807314946	[1,2.8757]	(2.8757,4]	2.87569426320442	0.4273049147768	1.0	1.0	1.88055338597729	-0.40379238504558	6.49086015827488e-05	0.0024706308888283	2	2	1.0	2.28434577102287	-0.124610233646109	6597
ENST00000252542.9	ENST00000590262.1	0.364053044262709	0.353324520501876	[1,3.111]	(3.111,4]	3.11102984551653	14.7894194825442	1.0	1.0	2.62596272211623	-5.9955950319538	0.0288707886179613	0.0125304544175919	3	1	1.0	8.62155775407003	-0.393982824812958	9667
ENST00000545507.6	ENST00000614867.2	0.0100189481492805	0.0254308857870589	(2.2225,3.1521]	(3.1521,4]	3.15210262361108	6.41607469493557	0.0	0.0	5.79137069607875	-32.284045484033	0.0356690835405329	0.0043221899020042	1	1	1.0	38.0754161801118	-0.47538522867931	682
ENST00000571024.6	ENST00000357385.7	0.0300144164375775	0.0072881167588203	[1,1.1033]	(1.1033,4]	1.10327763587974	0.90140516660514	1.0	1.0	-0.568777690140775	3.46541572071484	0.0328270546890367	0.0002972509447374	1	3	1.0	4.03419341085561	-0.249798463963288	51529
ENST00000571024.6	ENST00000572851.6	0.0300144164375775	0.0192335765824086	[1,1.3688]	(1.3688,4]	1.36878116493405	2.33312996510178	1.0	1.0	-2.11945105423542	2.26045971041943	0.0341492692628814	0.0054155446038377	1	3	1.0	4.37991076465485	-0.0209499525589141	51529
ENST00000331483.9	ENST00000576380.6	0.0729093720309715	0.0114312778280591	[1,3.5647]	(3.5647,4]	3.56473990650263	9.81336120491044	1.0	1.0	42.6151491696905	-12.7949532409054	0.0061188692285697	0.0381087599240537	3	1	1.0	55.4101024105959	-0.5582157074644	5034
ENST00000680884.1	ENST00000680259.1	0.0039281413884381	0.0007417542820867	[1,3.8241]	(3.8241,4]	3.82410471794732	1.05931932429332	1.0	1.0	2.10317710814947	-0.346506343461272	0.0001836757280129	0.0362213693649254	3	1	1.0	2.44968345161075	-0.512233297835781	5034
ENST00000680416.1	ENST00000680259.1	0.0027770966947074	0.0007417542820867	[1,3.5752]	(3.5752,4]	3.57516075654014	0.750455987884176	1.0	1.0	1.65261969002575	-1.14890640794536	2.62338955197601e-07	0.0243534581163395	3	1	1.0	2.80152609797112	-0.93012686393168	5034
ENST00000570382.2	ENST00000615544.5	0.0729155892085217	0.190141735389377	(2.6162,3.3099]	(3.3099,4]	3.30986095934249	68.7149796841163	1.0	1.0	69.1547790752118	-154.025253743237	0.0392080067755216	0.020336707153244	1	1	1.0	223.180032818448	-0.832481020918502	71
ENST00000583070.5	ENST00000580879.5	0.0450085170671556	0.0188116657640292	[1,2.855]	(2.855,4]	2.85500650977016	1.41169015044086	1.0	1.0	4.44693592489755	-0.946394310879885	0.0006680592514807	0.0167344384965306	2	2	1.0	5.39333023577744	-0.42252276988819	79902
ENST00000583877.5	ENST00000540768.5	0.0183800526296161	0.0275672300237758	[1,1.6452]	(1.6452,4]	1.64516343214366	1.68827365644609	1.0	1.0	2.94554068248623	-1.80026832482667	0.037553766217944	6.02717570638697e-08	1	3	1.0	4.7458090073129	-0.613290425639783	79902
ENST00000392612.7	ENST00000392613.10	0.135367418203727	0.379906231586878	[1,1.7068]	(1.7068,2.7567]	1.70683016505015	1.64987701010926	1.0	1.0	-3.02217055781325	1.25349664945548	0.0177805786685077	0.0356151160735951	1	1	1.0	4.27566720726872	-0.713043494373768	326624
ENST00000392614.8	ENST00000392612.7	0.195712872175572	0.135367418203727	(1.6477,3.2202]	(3.2202,4]	3.22016113822768	2.14620244291338	1.0	1.0	-0.729145255556555	2.52726679460108	0.0071876155720049	0.0073487924926619	2	1	1.0	3.25641205015763	-0.360975839995711	326624
ENST00000581806.5	ENST00000583239.6	0.0574081828288718	0.0376976175489717	(2.0221,3.6001]	(3.6001,4]	3.60011301794226	19.8757237704033	1.0	1.0	44.3826401578867	-29.5744959663577	0.0079923470523965	0.0435106224547638	1	1	1.0	73.9571361242444	-0.598420904076568	1655
ENST00000571629.5	ENST00000573326.1	0.0061704949603401	0.0281286736189659	[1,1.5606]	(1.5606,4]	1.56060927674024	0.526919691366737	1.0	1.0	0.878590324608405	-1.95170613494478	0.0314058687690826	0.0354305698726399	1	3	1.0	2.83029645955319	-0.386061684776047	n
ENST00000393193.6	ENST00000376392.10	0.154741466419749	0.638882600584751	[1,3.5041]	(3.5041,4]	3.50410969169249	2.03900131056107	1.0	1.0	-5.66114685875877	3.53238685923125	3.47817206368338e-05	0.0400358708749813	3	1	1.0	9.19353371799002	-0.773102361869045	654364
ENST00000678044.1	ENST00000677030.1	0.127919601286586	0.0529432322312292	[1,3.6856]	(3.6856,4]	3.68557217929526	2.54667110656232	1.0	1.0	3.09135374206409	-1.32254318350287	5.42143499504385e-06	0.0167744195073719	3	1	1.0	4.41389692556696	-0.650680394942717	6774
ENST00000226230.8	ENST00000583381.5	0.380899323118637	0.360887666219232	(1.2445,3.5664]	(3.5664,4]	3.56636017360668	70.4537547782167	1.0	1.0	17.6721385707437	-15.6702153506099	0.0033722686442278	0.0320710059382457	2	1	1.0	33.3423539213537	-0.533767109175232	27346
ENST00000672838.1	ENST00000470531.5	0.058665618278877	0.0543993062168339	(1.2769,3.3474]	(3.3474,4]	3.3473714827732	1.08111819614211	1.0	1.0	-0.653068235924858	1.45431327481022	0.0071161814910238	0.0487327721053882	2	1	1.0	2.10738151073508	-0.238066807310796	1107
ENST00000675390.1	ENST00000574468.1	0.0892293213695695	0.179286869964119	[1,3.4858]	(3.4858,4]	3.48576310911798	5.20530909952227	1.0	1.0	-5.4208953596481	3.35305639078578	7.42094612811599e-05	0.0009330979838336	3	1	1.0	8.77395175043388	-0.0490358628217622	5048
ENST00000570195.5	ENST00000567593.5	0.0062102956303866	0.0089234157326034	[1,3.1914]	(3.1914,4]	3.19141487514	0.637277663662232	1.0	1.0	-1.28605394718821	2.44607279203546	0.0001578944178682	0.0173008416158718	3	1	1.0	3.73212673922367	-0.529150535577275	n
ENST00000566811.5	ENST00000565931.1	0.0502223313981593	0.0762009918967082	(2.1357,3.1804]	(3.1804,4]	3.18040274893421	2.30872867838509	0.0	0.0	1.24716440955591	-5.66605845940777	0.0413603382137647	0.005974397321547	1	1	1.0	6.91322286896368	-0.497141952122222	9810
ENST00000330537.10	ENST00000569051.1	0.0188283337264548	0.0040112979457541	[1,3.9331]	(3.9331,4]	3.93310672168437	0.368866979090495	1.0	1.0	2.18498395409237	-0.167733389570238	0.0027834443826453	0.0490245932474789	3	1	1.0	2.35271734366261	-0.464555322229155	n
ENST00000684190.1	ENST00000591783.5	0.200235058253759	0.133320178038758	[1,3.5459]	(3.5459,4]	3.54589018927251	2.68179389223044	1.0	1.0	2.39164212072311	-1.73527475339247	0.0080914992580759	0.0329077039995615	3	1	1.0	4.12691687411558	-0.209756204048765	56052
ENST00000571059.5	ENST00000575038.5	0.103756137852728	0.0881333682736416	[1,3.1388]	(3.1388,4]	3.13882344571337	0.380167253433255	1.0	1.0	-0.59595096207764	2.19792422418154	0.0114905275916684	0.0146029931244339	3	1	1.0	2.79387518625918	-0.576627785295431	n
ENST00000326266.13	ENST00000253952.9	0.353656273984427	0.361203173091746	(2.3754,3.436]	(3.436,4]	3.43603845006185	5.40710712924569	1.0	1.0	3.47573348351211	-4.49542934173667	0.0305558383577738	0.0110094600434289	1	1	1.0	7.97116282524878	-0.388096447342522	79228
ENST00000565333.5	ENST00000565589.5	0.0727442433203397	0.0497309045914203	[1,3.165]	(3.165,4]	3.16500148539772	5.1491036458234	1.0	1.0	-4.53619869578958	23.0043922000844	2.20482529843603e-07	0.0456857278181343	3	1	1.0	27.5405908958739	-0.485215436558388	10921
ENST00000568631.5	ENST00000565333.5	0.0137754517074556	0.0727442433203397	[1,3.029]	(3.029,4]	3.02904399333619	1.50884969872233	1.0	1.0	0.910117460934365	-26.8059004609976	0.0001974320692563	0.030732149500169	3	1	1.0	27.716017921932	-0.701009317352996	10921
ENST00000566458.5	ENST00000565333.5	0.0477806965250985	0.0727442433203397	[1,3.1711]	(3.1711,4]	3.17105448894864	5.31117246405423	1.0	1.0	4.84150017556286	-24.716519976851	2.36089755698294e-05	0.035258849398337	3	1	1.0	29.5580201524138	-0.642310390903726	10921
ENST00000268150.13	ENST00000558018.5	0.215027042554458	0.0675903205834011	(1.5639,2.2284]	(2.2284,4]	2.22842923091385	0.994146707905711	1.0	1.0	-1.06139991088027	2.4955809858127	0.0136695938033004	0.0117856162705292	1	2	1.0	3.55698089669297	-0.716427197094852	4240
ENST00000559157.5	ENST00000559835.5	0.0267919380789584	0.0457188951682306	(2.754,3.1166]	(3.1166,4]	3.11659990978577	1.05369381268846	1.0	1.0	0.603547102476447	-4.57267562003988	0.039693014941138	0.0168778732747329	1	1	1.0	5.17622272251633	-0.395389641192411	54469
ENST00000559703.1	ENST00000560836.1	0.0685513816700951	0.0291345597649803	[1,1.5921]	(1.5921,2.5273]	1.59211352440832	1.8550246643529	1.0	1.0	2.69274746195442	-1.85494035626456	0.0034549821381085	0.013256138870949	1	1	1.0	4.54768781821898	-0.552345899545428	6938
ENST00000559703.1	ENST00000560836.1	0.0685513816700951	0.0291345597649803	(1.5921,2.5273]	(2.5273,4]	2.5273146227875	1.49863088673142	1.0	1.0	-1.85494035626456	1.83804315474348	0.013256138870949	0.0002065035111258	1	2	1.0	3.69298351100804	-0.552345899545428	6938
ENST00000559471.6	ENST00000261847.7	0.424151553015656	0.27831602118453	[1,3.5459]	(3.5459,4]	3.54593477067282	4.19193129369134	1.0	1.0	2.8282626539667	-1.98582867808198	0.0009110722679389	0.0294620030459898	3	1	1.0	4.81409133204868	-0.834557091752677	9728
ENST00000555458.5	ENST00000554192.5	0.0190044135989191	0.0467338907913439	(1.6596,3.1413]	(3.1413,4]	3.14127834929172	0.690339061889927	1.0	1.0	0.523641381368584	-3.87007140492932	0.0447905412371226	0.0368023705595474	2	1	1.0	4.3937127862979	-0.358760853126295	n
ENST00000402615.6	ENST00000554192.5	0.0135667071583851	0.0467338907913439	(1.7812,3.0847]	(3.0847,4]	3.08465663158561	0.472503393309302	1.0	1.0	0.360524862030845	-3.69514038421009	0.0273633324514994	0.0247986610851754	2	1	1.0	4.05566524624094	-0.445247421290594	n
ENST00000557575.5	ENST00000246489.11	0.115108332042817	0.0987330937518832	(2.0593,3.343]	(3.343,4]	3.34296152458627	2.84066013940216	1.0	1.0	2.24287978886442	-4.29686192580787	0.0029483192553041	0.0024801893513993	1	1	1.0	6.53974171467229	-0.556862769985112	3831
ENST00000389744.8	ENST00000557575.5	0.0604098674703732	0.115108332042817	[1,3.5354]	(3.5354,4]	3.53541179959747	2.1194006631942	1.0	1.0	-2.79877488078889	1.8024431342035	0.0021637861217378	0.0166084130191002	3	1	1.0	4.6012180149924	-0.479608337774176	3831
ENST00000683828.1	ENST00000683328.1	0.0688678434842751	0.0968090502364343	(2.5508,3.3608]	(3.3608,4]	3.36078936827812	1.72198500420347	1.0	1.0	1.41546414002941	-2.50777824037879	0.0221319280006339	0.0470306192330338	1	1	1.0	3.92324238040819	-0.0380944296287686	29954
ENST00000682467.1	ENST00000683328.1	0.0366969572638613	0.0968090502364343	(2.7017,3.3449]	(3.3449,4]	3.34489069469794	1.65959537998707	1.0	1.0	1.3378327271205	-2.54117226688835	0.0096793140273737	0.0252043593599027	1	1	1.0	3.87900499400885	-0.326638820189595	29954
ENST00000555667.5	ENST00000246163.2	0.0442665301373452	0.0247094888353204	(1.3888,3.1653]	(3.1653,4]	3.1652544366132	0.608470397465357	0.0	0.0	-0.513009432893924	2.63096420966087	0.0003596054674292	0.0019664327784153	2	1	1.0	3.14397364255479	-0.345377957397151	4149
ENST00000528241.2	ENST00000531937.1	0.0449603994818706	0.165788666215098	[1,1.7967]	(1.7967,2.3243]	1.79665191691311	2.15111474110639	1.0	1.0	-7.79834807235044	1.99055459240149	0.0037776715951968	0.008964789462846	1	1	1.0	9.78890266475193	-0.838006149077156	5494
ENST00000528241.2	ENST00000531937.1	0.0449603994818706	0.165788666215098	(1.7967,2.3243]	(2.3243,4]	2.32430562434248	2.14871032201731	1.0	1.0	1.99055459240149	-4.54987478470587	0.008964789462846	0.0006261999363416	1	2	1.0	6.54042937710736	-0.838006149077156	5494
ENST00000395076.9	ENST00000531937.1	0.0392163249474864	0.165788666215098	[1,1.9275]	(1.9275,2.1214]	1.92751256789784	1.10222958486544	1.0	1.0	-7.5836481614394	0.592681113135658	0.0042994012862837	0.044463151259436	1	1	1.0	8.17632927457506	-0.0541646057301544	5494
ENST00000395076.9	ENST00000531937.1	0.0392163249474864	0.165788666215098	(1.9275,2.1214]	(2.1214,4]	2.12140437168187	1.13047525729871	1.0	1.0	0.592681113135658	-4.31263405180938	0.044463151259436	0.0005203012200666	1	2	1.0	4.90531516494504	-0.0541646057301544	5494
ENST00000554392.5	ENST00000341749.7	0.0936850863835643	0.0444617097645359	[1,1.5963]	(1.5963,2.3866]	1.59633366472642	2.01969542868281	1.0	1.0	2.61336616801684	-1.7690229584058	0.0066974414202352	0.0193994800948746	1	1	1.0	4.38238912642263	-0.355682204263317	4253
ENST00000554392.5	ENST00000341749.7	0.0936850863835643	0.0444617097645359	(1.5963,2.3866]	(2.3866,4]	2.38661538721693	2.73157454824987	1.0	1.0	-1.7690229584058	3.30877335627365	0.0193994800948746	0.0171543587674674	1	2	1.0	5.07779631467945	-0.355682204263317	4253
ENST00000676914.1	ENST00000676834.1	0.0019535692601714	0.0164924769215051	(1.9159,2.1224]	(2.1224,4]	2.12242618627441	0.470657804773362	1.0	1.0	0.290801193939333	-2.49300760836609	0.0377712350609394	0.0221298632621039	1	2	1.0	2.78380880230542	-0.18666976118666	n
ENST00000560403.5	ENST00000419198.6	0.255989360727381	0.442420537712515	[1,3.6809]	(3.6809,4]	3.68092279083807	2.28697527280957	1.0	1.0	-2.41215304713717	1.18493582659537	0.0004187564606599	0.0330881481656293	3	1	1.0	3.59708887373254	-0.402414122294837	51016
ENST00000375299.8	ENST00000351487.5	0.423219743593945	0.563919040361914	[1,3.708]	(3.708,4]	3.70796488596534	9.77702203430798	1.0	1.0	-4.6835419509669	2.66294000984323	0.0003240862724602	0.0353294772073936	3	1	1.0	7.34648196081013	-0.850247508977853	65110
ENST00000671733.1	ENST00000673406.1	0.187451086286274	0.101496350919228	[1,3.5477]	(3.5477,4]	3.54768938013613	3.27069532606733	1.0	1.0	3.31238791690292	-1.77928926575133	7.4523994851097e-05	0.0490520636913022	3	1	1.0	5.09167718265424	-0.777499090293471	55500
ENST00000543189.5	ENST00000428217.6	0.023215562738429	0.0517062749144421	(2.1162,3.1076]	(3.1076,4]	3.10756850053475	0.507219310460277	1.0	1.0	0.388940880539188	-3.22680981418695	0.0350935597809904	0.0171748225346994	1	1	1.0	3.61575069472614	-0.277870932801238	n
ENST00000645022.1	ENST00000644352.1	0.0226943151948357	0.0038498884601945	[1,3.8712]	(3.8712,4]	3.87119978441374	0.541974711218984	1.0	1.0	2.27408741928521	-0.400250578696585	0.0019530175319819	0.011783991725552	3	1	1.0	2.6743379979818	-0.103296093133215	1108
ENST00000529731.5	ENST00000530043.5	0.186737315929544	0.1159901344537	(2.6118,3.3856]	(3.3856,4]	3.38560260086417	2.28779470721369	0.0	0.0	-1.64671893268242	2.62378891397619	0.0462463807617462	0.0080336941631348	1	1	1.0	4.27050784665861	-0.22663184237102	79607
ENST00000524671.1	ENST00000525910.1	0.102589253689392	0.123903827254338	(1.2695,2.6393]	(2.6393,3.6084]	2.6392787573056	0.95759481497741	1.0	1.0	-1.94610123454508	1.09811259597135	0.0481210358249835	0.0491646880879158	1	1	1.0	3.04421383051643	-0.634656662445195	79796
ENST00000545127.1	ENST00000537289.1	0.194385350181678	0.271688325236938	[1,3.4897]	(3.4897,4]	3.48972299489885	21.5396551359027	1.0	1.0	-16.9622296005906	19.1571754446287	0.0034243664717448	0.0046585897265894	3	1	1.0	36.1194050452192	-0.817659591068774	51287
ENST00000359461.10	ENST00000431556.6	0.32679894894152	0.149422912724359	[1,3.6405]	(3.6405,4]	3.64049703764341	56.5213847232683	1.0	1.0	61.2010277818631	-31.607600914796	2.58065815212366e-05	0.0343412099675685	3	1	1.0	92.808628696659	-0.887130015822762	10897
ENST00000526096.2	ENST00000528206.1	0.0416787640500976	0.0296064170409668	[1,1.8418]	(1.8418,4]	1.84180957324011	0.580659341402932	1.0	1.0	2.23910110956193	-0.457241046239277	0.0089824022015605	2.35442199055757e-05	1	3	1.0	2.69634215580121	-0.664155610140594	n
ENST00000534183.5	ENST00000526096.2	0.0638497964982494	0.0416787640500976	[1,1.7385]	(1.7385,4]	1.73846542733331	0.836282549515004	1.0	1.0	-1.71935592956106	1.10410252786859	0.0150650095076806	0.0001756946172109	1	3	1.0	2.82345845742964	-0.313866717545521	80150
ENST00000415229.6	ENST00000534183.5	0.13551096986706	0.0638497964982494	[1,3.7316]	(3.7316,4]	3.7316181944266	1.47529950421859	1.0	1.0	2.08242293003543	-1.09853316331111	0.0010687274644012	0.0088144618581637	3	1	1.0	3.18095609334653	-0.118400317409186	80150
ENST00000402799.5	ENST00000395344.7	0.231834246026132	0.181356989866835	(1.1712,3.569]	(3.569,4]	3.56901643259223	1.78738971415528	0.0	0.0	1.57759522123854	-1.18086095330908	0.0051167365389632	0.033493640626826	2	1	1.0	2.75845617454761	-0.83754864037808	8567
ENST00000396648.6	ENST00000534147.5	0.166857936764788	0.0654582358789606	[1,3.4728]	(3.4728,4]	3.47275689476358	1.64949171151117	1.0	1.0	3.15986548378147	-3.13514839146548	1.37833722401114e-05	0.0269684901558381	3	1	1.0	6.29501387524696	-0.920812588597281	56672
ENST00000530580.5	ENST00000531578.1	0.268936749815698	0.181674357475327	(1.1424,2.3058]	(2.3058,4]	2.30577561632244	7.32704988860666	0.0	0.0	-2.68386199958324	6.69212918582578	0.0003391795755459	0.0027409083298497	1	2	1.0	9.37599118540901	-0.676984369491886	6764
ENST00000313726.11	ENST00000534278.5	0.0869792323676041	0.101198971463119	(2.342,3.3644]	(3.3644,4]	3.36436565637011	2.79696304636151	1.0	1.0	1.08209733638328	-1.88771421820548	0.0237408780021113	0.0371653942069564	1	1	1.0	2.96981155458876	-0.355713580191495	6764
ENST00000424369.5	ENST00000380097.8	0.313543702668062	0.28730583160372	[1,1.3667]	(1.3667,2.5656]	1.36670780487591	4.35201989684922	1.0	1.0	-1.11240013818925	1.9210780790679	0.0353560190162742	0.0382756602151982	1	1	1.0	3.03347821725715	-0.017117893461039	117854
ENST00000643721.2	ENST00000643100.1	0.223678290478582	0.170428916080309	[1,3.3544]	(3.3544,4]	3.35438250217271	4.04028528584779	1.0	1.0	2.70300765143731	-3.32688298038873	0.0045804794140845	0.0339981927816053	3	1	1.0	6.02989063182604	-0.788169275547469	81603
ENST00000678036.1	ENST00000676934.1	0.0048878824279884	0.012467572097962	(2.5358,3.1745]	(3.1745,4]	3.17449652048998	1.75976838951526	1.0	1.0	1.56488949789983	-7.40313744903111	0.0296897686553281	0.0104311387142633	1	1	1.0	8.96802694693094	-0.398256718919286	8729
ENST00000605788.6	ENST00000603946.5	0.1196194951257	0.0744053346839618	(2.4535,3.413]	(3.413,4]	3.41301536791699	7.95138728134823	1.0	1.0	-9.15222562225821	13.0073024079379	0.0202330048874807	0.0399769839498152	1	1	1.0	22.1595280301961	-0.566224229796058	9221
