23792/PF00200	11496/PF07974
23792/PF00200	11496/PF00200
23792/PF00200	11496/PF01421
23792/PF00200	11496/PF08516
23792/PF00200	280667/PF01421
23792/PF00200	280667/PF00200
23792/PF00200	280667/PF08516
23792/PF00200	11492/PF08516
23792/PF00200	11492/PF00200
23792/PF00200	11492/PF01421
23792/PF00200	11501/PF01421
23792/PF00200	11501/PF08516
23792/PF00200	11501/PF00200
23792/PF00200	11495/PF08516
23792/PF00200	11495/PF01421
23792/PF00200	11495/PF00200
23792/PF00200	13522/PF01421
23792/PF00200	13522/PF00200
23792/PF00200	13522/PF08516
23792/PF00200	11488/PF00200
23792/PF00200	11488/PF07974
23792/PF00200	11488/PF08516
23792/PF00200	11488/PF01421
23792/PF00200	11489/PF00200
23792/PF00200	11489/PF08516
23792/PF00200	11489/PF01421
23792/PF00200	11500/PF08516
23792/PF00200	11500/PF00200
23792/PF00200	11500/PF01421
23792/PF00200	23793/PF08516
23792/PF00200	23793/PF01421
23792/PF00200	23793/PF00200
23792/PF00200	11499/PF01421
23792/PF00200	11499/PF08516
23792/PF00200	11499/PF00200
23792/PF00200	13525/PF01421
23792/PF00200	13525/PF08516
23792/PF00200	13525/PF00200
23792/PF00200	353188/PF00200
23792/PF00200	353188/PF08516
23792/PF00200	353188/PF01421
22601/PF00397	56217/PF00595
22601/PF00397	97064/PF00397
22601/PF00397	22343/PF00595
22601/PF00397	12695/PF00595
22601/PF00397	65962/PF00595
93871/PF00439	382236/PF00400
93871/PF00439	382236/PF00439
216233/PF07525	67923/PF03931
216233/PF07525	75717/PF00888
216233/PF07525	12700/PF00017
17776/PF17820	546071/PF17820
17776/PF17820	328329/PF17820
13688/PF05456	13684/PF01652
69008/PF08569	26399/PF00069
12287/PF00520	20274/PF00520
12287/PF00520	12286/PF00520
12287/PF00520	20265/PF00520
12287/PF00520	12288/PF00520
12287/PF00520	12289/PF00520
12287/PF00520	24046/PF00520
12287/PF00520	20271/PF00520
54004/PF02181	229474/PF02181
54004/PF02181	57778/PF02181
54004/PF02181	57778/PF06367
54004/PF02181	13367/PF06367
54004/PF02181	13367/PF02181
54004/PF02181	208846/PF02181
54004/PF02181	208846/PF06367
54004/PF02181	76441/PF02181
54004/PF02181	76441/PF06367
54004/PF02181	71409/PF06367
54004/PF02181	71409/PF02181
54004/PF02181	56419/PF06367
54004/PF02181	56419/PF02181
54004/PF02181	22379/PF06367
54004/PF02181	22379/PF02181
57440/PF16880	57440/PF18150
57440/PF16880	13660/PF18150
70408/PF05158	70428/PF04563
70408/PF05158	74414/PF05645
70408/PF05158	66420/PF01191
70408/PF05158	66420/PF03871
70408/PF05158	67005/PF02150
70408/PF05158	64424/PF06870
107831/PF02793	230775/PF02793
107831/PF02793	230775/PF00002
107831/PF02793	230775/PF16489
74147/PF00725	23986/PF00378
74147/PF00725	20280/PF00108
11435/PF02931	11435/PF02931
11435/PF02931	11435/PF02932
18772/PF00514	216439/PF00071
18772/PF00514	13510/PF00028
18772/PF00514	13510/PF01049
19411/PF00105	94187/PF00096
57782/PF00096	380993/PF13909
57782/PF00096	380993/PF00096
57782/PF00096	72843/PF00096
57782/PF00096	243905/PF01352
57782/PF00096	243905/PF00096
57782/PF00096	22720/PF00096
57782/PF00096	101023/PF00096
57782/PF00096	384763/PF01352
57782/PF00096	384763/PF00096
57782/PF00096	13018/PF13909
57782/PF00096	13018/PF00096
57782/PF00096	22690/PF00096
57782/PF00096	22690/PF01352
57782/PF00096	664799/PF00096
57782/PF00096	233890/PF00096
57782/PF00096	243963/PF01352
57782/PF00096	243963/PF00096
57782/PF00096	14634/PF00096
57782/PF00096	233060/PF00096
57782/PF00096	233060/PF01352
57782/PF00096	59057/PF00096
57782/PF00096	67109/PF00096
57782/PF00096	238693/PF01352
57782/PF00096	238693/PF00096
57782/PF00096	193043/PF00096
57782/PF00096	22696/PF01352
57782/PF00096	22696/PF00096
57782/PF00096	22696/PF13465
57782/PF00096	22694/PF00096
57782/PF00096	94187/PF00096
57782/PF00096	268469/PF12874
57782/PF00096	268469/PF00096
57782/PF00096	209225/PF00096
57782/PF00096	22697/PF00096
57782/PF00096	170740/PF01352
57782/PF00096	170740/PF00096
19255/PF00102	20779/PF00018
19255/PF00102	20779/PF00017
19255/PF00102	20779/PF07714
19255/PF00102	16451/PF07714
19255/PF00102	19280/PF00041
19255/PF00102	19280/PF00102
19255/PF00102	19263/PF00102
19255/PF00102	19263/PF00041
19255/PF00102	19250/PF00373
19255/PF00102	19250/PF00102
19255/PF00102	19276/PF00102
19255/PF00102	19267/PF00102
19255/PF00102	19266/PF00102
19255/PF00102	19266/PF00041
19255/PF00102	19249/PF00373
19255/PF00102	19249/PF00595
19255/PF00102	19249/PF00102
19255/PF00102	19273/PF00102
19255/PF00102	19273/PF00041
19255/PF00102	20846/PF00017
19255/PF00102	19247/PF00017
19255/PF00102	19247/PF00102
19255/PF00102	19259/PF00102
19255/PF00102	12568/PF00069
19255/PF00102	19271/PF00041
19255/PF00102	19271/PF00102
18761/PF00069	14357/PF00097
18761/PF00069	26398/PF00069
18761/PF00069	26400/PF00069
18761/PF00069	12700/PF00017
71745/PF10557	22190/PF00240
71745/PF10557	75717/PF00888
71745/PF10557	67673/PF00240
71745/PF10557	56438/PF12678
71745/PF10557	19823/PF12678
17535/PF00149	13626/PF00400
17535/PF00149	22724/PF00096
13728/PF02149	52163/PF00069
56353/PF17219	22658/PF16207
56353/PF17219	19763/PF16207
56353/PF17219	19821/PF16207
56353/PF17219	69837/PF16207
56353/PF17219	56353/PF17219
208890/PF01740	231583/PF01740
232944/PF00069	18752/PF00168
232944/PF00069	18752/PF00433
232944/PF00069	18752/PF00130
232944/PF00069	18752/PF00069
232944/PF00069	12540/PF00071
232944/PF00069	252870/PF00443
232944/PF00069	252870/PF00917
232944/PF00069	22627/PF00244
232944/PF00069	56443/PF00400
232944/PF00069	71833/PF00400
232944/PF00069	16800/PF00621
232944/PF00069	16800/PF00130
232944/PF00069	108079/PF16579
232944/PF00069	108079/PF00069
232944/PF00069	77579/PF02736
232944/PF00069	77579/PF00612
232944/PF00069	77579/PF00063
232944/PF00069	105787/PF16579
232944/PF00069	105787/PF00069
232944/PF00069	19053/PF00149
232944/PF00069	226778/PF00069
232944/PF00069	226778/PF02149
232944/PF00069	226778/PF00627
232944/PF00069	17169/PF00069
232944/PF00069	17169/PF02149
232944/PF00069	17169/PF00627
232944/PF00069	51792/PF02985
232944/PF00069	51792/PF13646
232944/PF00069	22629/PF00244
232944/PF00069	11459/PF00022
71586/PF18119	234311/PF00271
71586/PF18119	234311/PF00270
67526/PF04110	11793/PF04106
67526/PF04110	67841/PF03987
67526/PF04110	66795/PF03987
67526/PF04110	319653/PF00153
67526/PF04110	67526/PF04110
15511/PF00012	545030/PF00400
15511/PF00012	70369/PF02179
15511/PF00012	15516/PF02518
15511/PF00012	15516/PF00183
15511/PF00012	29810/PF02179
15511/PF00012	67384/PF02179
15511/PF00012	23950/PF00226
15511/PF00012	12017/PF02179
15511/PF00012	56424/PF12895
15451/PF00089	214523/PF00089
15451/PF00089	243083/PF00089
15451/PF00089	71753/PF00057
15451/PF00089	71753/PF00089
11409/PF02770	110842/PF00766
11409/PF02770	11370/PF02770
11409/PF02770	11370/PF00441
11409/PF02770	11370/PF02771
11409/PF02770	11363/PF02771
11409/PF02770	11363/PF02770
11409/PF02770	11363/PF00441
11409/PF02770	11364/PF00441
11409/PF02770	11364/PF02771
11409/PF02770	11364/PF02770
67025/PF00281	17246/PF00641
67025/PF00281	27367/PF00297
67025/PF00281	269261/PF00298
67025/PF00281	19896/PF00687
22691/PF00096	101023/PF00096
22691/PF00096	109889/PF00096
320878/PF01494	194401/PF01494
243961/PF00536	665113/PF00069
243961/PF00536	58234/PF00536
243961/PF00536	13385/PF00595
14025/PF00096	21907/PF00105
225870/PF02204	15461/PF00071
192897/PF00041	13866/PF00757
192897/PF00041	13866/PF01030
192897/PF00041	13649/PF00757
192897/PF00041	13649/PF01030
192897/PF00041	16776/PF00053
192897/PF00041	16776/PF00055
192897/PF00041	16777/PF00055
192897/PF00041	16777/PF00053
192897/PF00041	16779/PF00053
192897/PF00041	16779/PF00055
192897/PF00041	226519/PF00055
192897/PF00041	226519/PF00053
329877/PF03455	320560/PF02141
329877/PF03455	70785/PF02141
329877/PF03455	19347/PF02141
329877/PF03455	228355/PF02141
12428/PF00134	13557/PF02319
12428/PF00134	12576/PF02234
12428/PF00134	13555/PF02319
12428/PF00134	12534/PF00069
12428/PF00134	12566/PF00069
18453/PF00085	18458/PF00076
18453/PF00085	53381/PF10417
18453/PF00085	53381/PF00578
18453/PF00085	12304/PF13848
18453/PF00085	12304/PF00085
18453/PF00085	71853/PF00085
18453/PF00085	105245/PF00085
13405/PF00397	20649/PF00595
13405/PF00397	22288/PF09068
13405/PF00397	22288/PF00397
13405/PF00397	22288/PF00435
13405/PF00397	22288/PF00307
13405/PF00397	18125/PF00595
13405/PF00397	20648/PF00595
13405/PF00397	20650/PF00595
13405/PF00397	24131/PF00595
13405/PF00397	66395/PF00595
13405/PF00397	13497/PF09068
13405/PF00397	13497/PF00397
13405/PF00397	13497/PF00435
13405/PF00397	56376/PF00595
13405/PF00397	64009/PF00435
13405/PF00397	64009/PF00307
13405/PF00397	319565/PF00307
13405/PF00397	319565/PF00435
13405/PF00397	71096/PF00595
13405/PF00397	268534/PF00595
15569/PF00076	14265/PF00013
15569/PF00076	15571/PF00076
15569/PF00076	67738/PF00160
15569/PF00076	15572/PF00076
15569/PF00076	230908/PF00076
15569/PF00076	14359/PF00013
15569/PF00076	269774/PF00069
15569/PF00076	15384/PF00076
22408/PF00110	14370/PF01392
22408/PF00110	14362/PF01392
22408/PF00110	22416/PF00110
218397/PF00616	13448/PF00169
218397/PF00616	13449/PF00169
218397/PF00616	11350/PF00018
13433/PF00145	13433/PF00145
13433/PF00145	13433/PF01426
13433/PF00145	13433/PF12047
13433/PF00145	13433/PF02008
13433/PF00145	13435/PF00145
67972/PF13246	11938/PF00122
208643/PF02847	13681/PF00271
208643/PF02847	13681/PF00270
208643/PF02847	217869/PF02020
208643/PF02847	13690/PF02847
208643/PF02847	13690/PF02020
110816/PF04003	72515/PF04003
18509/PF00046	15260/PF00400
14254/PF07714	16590/PF07714
14254/PF07714	12488/PF00018
14254/PF07714	12488/PF14604
14254/PF07714	18803/PF00018
14254/PF07714	18803/PF00017
14254/PF07714	26563/PF07714
14254/PF07714	13867/PF07714
14254/PF07714	13867/PF00757
14254/PF07714	14182/PF07714
14254/PF07714	12229/PF07714
