19262	51792
51792	19262
18538	56210
18538	56210
66682	27096
66226	27096
66226	66682
27096	245828
27096	245828
60409	245828
74026	72354
74026	68845
74026	67773
67773	74026
67773	57314
56289	50849
18771	18515
18771	11461
18771	18432
18771	17886
18771	18514
18771	20091
21417	13016
21417	13017
99152	16348
99152	16348
67923	12703
19268	12387
14784	12402
18708	12402
21417	13017
11431	12387
11789	212307
11789	17829
14784	18708
14784	18708
12043	14083
15504	84092
15504	84092
12753	18626
12753	18627
12753	18628
12753	12952
12753	12953
11865	12753
11865	18626
11865	18627
11865	18628
11865	12952
11865	12953
18626	12753
18626	18627
18626	18628
18626	12952
18626	12953
18627	12753
18627	18626
18627	18628
18627	12952
18627	12953
12952	12753
12952	18626
12952	18627
12952	18628
12952	12953
12953	12753
12953	18626
12953	18627
12953	18628
12953	12952
56194	242687
56194	245880
56194	73178
56194	83767
24069	319191
24069	17979
24069	84505
24069	69890
24069	16854
24069	20220
24069	56469
24069	30945
24069	19664
24069	54683
16854	24069
16854	16854
17979	30945
17979	84505
17979	69890
17979	16854
17979	20220
17979	17979
17979	54683
17979	56469
30945	24069
30945	56469
69890	69890
69890	319191
56469	84505
56469	69890
56469	16854
56469	20220
56469	17979
20220	24069
20220	319191
20220	56469
24069	16854
17202	226255
22177	57781
110637	14806
110637	14807
15166	15165
23885	22088
23885	22088
23885	22088
14163	13043
14163	76507
14163	76507
14163	76507
14163	13043
56292	74838
78891	98376
78891	98376
98376	78891
18626	12953
12837	12837
70122	71458
26563	94275
26564	94275
15505	22142
15505	22142
22142	15505
116848	93762
116848	93762
433759	19645
19645	433759
433759	17927
433759	19697
433759	18033
19697	433759
18033	433759
16476	67155
16476	20587
14281	67155
14281	20587
83797	67155
21885	15228
57376	13982
19645	20586
20586	239985
239985	83797
239985	20586
93762	22385
93762	217578
22385	93762
217578	93762
217578	93761
22780	216848
22778	216848
51788	51788
17927	18519
17927	433759
20181	18193
18193	20181
20181	18193
22778	216848
22778	20586
22778	67155
22778	22780
22778	15182
22778	20588
22778	433759
22778	20586
22778	216848
18519	18128
14534	18128
12419	12419
211651	55947
117197	18457
18457	117197
117197	17828
20924	52432
21942	21942
29871	13619
13619	29871
17532	17356
55927	15205
20869	71728
12475	21898
16975	13131
16835	13131
22359	13131
22330	71766
71766	60595
71766	11472
71766	230257
71766	22330
77945	19893
77945	77945
19893	77945
17444	16590
54609	16416
54609	16423
226041	13405
226041	22288
12402	16818
58198	15182
58198	433759
20209	20209
21677	22601
21678	22601
21679	22601
21676	22601
21677	17475
21677	22601
15185	18786
17349	192292
17349	22631
17349	192292
17349	22631
11666	19299
26874	11666
17060	26411
16822	26411
27007	15101
64930	19684
64930	19684
64930	22350
12387	330914
12387	330914
12387	330914
330914	12387
330914	13385
330914	12558
330914	14812
13385	330914
330914	12540
330914	19353
12322	330914
15902	15902
15902	15902
12355	23957
14080	19013
14828	13418
14634	22160
12695	14811
12695	16513
12695	16516
12695	14812
12695	14813
12695	14814
13385	14811
13385	14812
13385	14813
13385	14814
13385	14810
12695	16513
12695	16516
12695	14811
12695	14812
12695	14813
12695	14814
14388	17295
11911	13144
13144	13144
53424	22099
53424	269682
53424	72236
53424	77053
53424	100986
100986	53424
269682	53424
72236	53424
77053	53424
15511	15516
57750	18128
20473	14797
14797	20473
14797	20476
21888	20473
21888	20476
21888	20473
17258	17126
18844	18186
18844	18187
18160	18844
18844	18160
18160	20346
20568	14824
21687	14784
21687	14786
21687	50915
21687	18708
21687	14784
21687	14786
21687	50915
21687	19247
21687	18708
21687	14784
21687	14786
21687	18708
15903	17927
15903	15904
15903	21406
233908	14105
233908	14105
233908	20382
233908	20382
20198	56307
20198	56307
20198	56307
13555	20683
11722	56399
24051	20391
24051	24053
24051	24052
13138	24052
12048	12125
16452	16590
13347	13368
22030	12421
13684	13684
110157	15461
18708	16367
64930	17698
56458	22084
64930	22084
64930	22350
22695	54401
18854	56717
13684	230861
18708	384783
12737	17475
12737	17475
17475	16456
18538	18970
18538	18970
23885	21917
22196	14102
11820	16560
12477	11773
12477	11773
12477	11773
14370	94221
14370	94221
14367	94221
94221	94221
14370	94221
14367	94221
26400	30957
60597	30957
20617	22144
20617	22144
16476	16476
14281	16476
16476	15242
16476	15426
16476	15405
16476	13798
15242	14281
15242	16476
15982	20467
15982	20467
15982	433759
15982	60406
105844	12042
12042	105844
105844	240354
15260	233876
15260	18505
15260	18509
15260	15081
15260	18505
15260	18509
15260	15081
18505	15260
18505	15260
26904	18106
18106	26904
12443	17865
12478	18708
12703	93679
12703	93679
93679	12703
13644	14083
14083	13644
22195	24105
22195	23807
22195	108086
22195	23806
22195	23807
22195	30945
22195	24105
22195	108089
22195	140629
12412	12412
12494	16818
57440	57440
18754	20779
20779	18754
67203	18472
12922	83428
12922	171530
72088	22295
20390	20390
236643	11891
56437	22004
20416	16331
20416	16331
114774	22431
13858	13858
13858	13858
71770	13858
59079	227937
20851	20850
20850	219103
12520	140559
17979	15170
18222	13858
15463	13858
230654	56438
17984	13555
17984	13555
13555	17984
13555	17984
17984	13555
22787	11434
12465	21454
12462	12461
12468	21454
12468	12464
12466	12461
12466	12465
21349	20466
21349	433759
20466	433759
21349	433759
21826	21825
21825	21826
21826	21826
21825	21825
13555	20683
13555	19290
19290	13555
15461	225870
225870	22627
15461	110157
15461	225870
15461	19730
22627	225870
54401	225870
22631	225870
11350	225870
11350	225870
11350	19303
19303	11350
11350	19303
67087	12387
21804	216963
21804	216963
19303	216963
19303	54126
11546	11546
17125	75788
243833	17125
17125	243833
17125	243833
17126	243833
243833	17125
243833	17126
18518	19052
18518	17318
17318	18518
18518	19052
18518	17318
53331	58244
53331	20909
53331	22320
53331	20955
53331	22319
53331	58244
53331	14886
53331	22320
18759	327826
18481	54126
245527	22034
29820	22034
22034	211550
194590	13196
13196	194590
22034	26940
26940	22034
16179	26940
26401	26940
26401	26940
26940	26401
12638	218756
12638	26941
21853	18626
21853	18627
12753	18626
26408	13163
56350	18582
24069	20466
20423	24069
20423	20466
20466	24069
11798	26405
12575	12567
12575	12566
12575	12443
12476	66889
268465	18140
268465	71711
18140	71711
18140	268465
18140	268465
268465	18140
80890	80890
18039	80890
20846	22190
18148	50754
18148	50754
21926	19766
21926	21937
18211	20128
18211	18412
18412	18211
18412	20128
20128	18412
17246	56289
17246	22059
56289	17246
17246	17246
13163	56289
13163	17246
13163	22059
21898	16179
21937	16179
16180	16179
22034	74256
74256	18412
74126	26918
56637	13555
18024	50868
18024	16478
18024	14281
18024	17135
18024	18181
16195	15239
13144	66105
13144	216080
13144	56550
13144	66105
22059	17246
50868	18024
56424	11651
20185	224170
224170	15183
224170	433759
18764	269523
18764	17463
18764	64209
64209	18764
22034	74256
74256	18412
17127	56637
22187	27015
22190	27015
27015	22190
18538	27015
74256	19766
19766	16151
24064	21754
22190	20278
22190	20277
13194	22059
14254	16835
18803	14254
12402	14254
17762	15481
17762	12017
22059	17246
17246	22059
14751	547253
17210	23988
22084	64930
64930	22084
15512	50927
50927	15512
12534	50927
12534	15512
50927	15512
12534	15512
12534	50927
12534	268697
50927	12534
50927	15512
268697	12534
50868	18024
20586	20186
67155	23957
15378	21416
21416	15378
12387	21416
242705	19645
242705	14460
14784	17295
17257	22589
17257	22589
22589	17257
13653	27041
22059	93765
66743	20467
22589	24061
22589	13006
22589	17257
24061	17257
13006	17257
24061	22589
13018	22589
17257	22589
14056	52615
14056	19646
14056	17765
14056	16468
14056	11569
14056	21652
13626	16468
13626	52615
13626	14056
13626	11569
16468	52615
16468	14056
16468	11569
16468	13626
16468	13626
52615	16468
14056	16468
16468	52615
16468	14056
52615	14056
16468	52615
214899	52615
16468	13626
14056	13626
52615	13626
23808	226896
17977	328572
17977	328572
19401	17977
16443	12402
16476	16396
13649	13858
433759	103573
433759	16563
13429	16563
13429	16572
13429	22142
16179	12042
21898	12042
240354	22034
26409	240354
22034	240354
12042	240354
26409	12042
26409	16179
22034	16179
12042	16179
26409	93834
23802	269523
23802	59007
59007	23802
59007	269523
16396	16477
16568	17872
17872	16568
208266	64144
208266	12455
20466	17128
433759	17128
17127	17128
18044	12912
14460	12912
15182	22632
433759	22632
22632	328572
56070	20595
20595	56070
20595	20638
56070	20595
27374	107701
27374	20630
27374	56070
27374	20638
27374	18458
27374	11991
27374	66870
22632	13018
13018	22632
12151	66233
12151	66233
18128	66993
19664	66993
19664	18128
21869	20586
15469	19656
15469	56449
15469	66511
15469	51810
15469	66870
15469	67134
